text,label,source
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: tech support, antivirus, issue, update, customer service

Regards,
Sam Lee",1,phishing
"Account holder, we detected a login attempt on your account. To restore access, please update your information. Your account may be temporarily on hold until you reactivate it.

Keywords: suspended reactivate deactivated verify

Regards,
Alex Singh",1,phishing
I think its far more than that but find out. Check google maps for a place from your dorm.,0,sms
"Subject: Performance feedback

Sharing the revised documentation with examples. The endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Morgan Nguyen",0,phishing
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,sms_legacy
"Dear user, your profile has been suspended. Use the secure link to reset password and restore access. Enter your verification code to continue.

Keywords: preferences personal information

Regards,
Jordan Kim",1,phishing
"How about clothes, jewelry, and trips?",0,sms
"Subject: Project update

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Jamie Patel",0,phishing
"Subject: Budget planning

Sharing the revised documentation with examples. The new endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Jordan Martinez",0,phishing
"Subject: Invoice confirmation

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Jamie Kim",0,phishing
"Subject: Welcome aboard

Thanks for attending the workshop. Here are links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Alex Wong",0,phishing
"Account holder, congratulations! You are the selected recipient of a refund. To collect your gift of $10,000, please provide your credit card to process the sum. This deal is available today only.

Keywords: profit offer 10,000

Security Team,
Taylor Khan",1,phishing
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,0,sms
"Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: dublin, cards, contract, trust me, romance

Support Desk,
Alex Nguyen",1,phishing
Talk to g and x about that,0,sms_legacy
I'm really not up to it still tonight babe,0,sms
"Subject: Classroom logistics

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Alex Brown",0,phishing
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,0,sms_legacy
"Hello, your login has been locked. Use the secure link to reset password and restore access. Enter your username and password to continue.

Keywords: security settings 2fa access code

Security Team,
Jordan Singh",1,phishing
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: recovery key, activation code, log in

Security Team,
Jordan Patel",1,phishing
"Dear user, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: alert, notice, announcement, click here

Regards,
Casey Martinez",1,phishing
Sen told that he is going to join his uncle finance in cbe,0,sms
"Subject: Meeting follow-up

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Taylor Nguyen",0,phishing
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",1,sms_legacy
"Dear customer, this is an 24 hours notice regarding your account. Your access will be limited soon. To avoid interruption, act now. This offer is last chance and ends soon. Follow the instructions immediately.

Keywords: rush now expires

Sincerely,
Riley Brown",1,phishing
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,1,sms_legacy
"Subject: Meeting follow-up

Sharing the revised documentation with examples. The endpoints are described in section two.

I'll share the slides later today.

Best,
Alex Kim",0,phishing
"Subject: Project update

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Taylor Patel",0,phishing
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: bug, it department, support team, issue, database, virus

Support Desk,
Riley Martinez",1,phishing
"Notice, your login has been suspended. Use the secure link to update password and restore access. Enter your username and password to continue.

Keywords: login pin

Risk Operations,
Casey Kim",1,phishing
"Dear user, final warning. Failure to respond will seize your account. Immediate action is required to avoid penalty. Your case will be referred to prosecution if unresolved.

Keywords: cancel confiscate lawsuit action required remove

Sincerely,
Avery Nguyen",1,phishing
"Hi there, congratulations! You are the selected recipient of a reward. To collect your gift of 3 BTC, please provide your account number to process the sum. This deal is available today only.

Keywords: offer debit card $

Compliance Team,
Cameron Nguyen",1,phishing
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: cards, dublin, syria, we talked

Sincerely,
Morgan Brown",1,phishing
"Notice, this is an last chance notice regarding your account. Your access will expire within 24 hours. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions immediately.

Keywords: quick today only deadline expires soon ends soon

Regards,
Alex Patel",1,phishing
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,0,sms_legacy
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0,sms
"Subject: Welcome aboard

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Jamie Lee",0,phishing
